pk_reference_id,fk_ref_source_id,reference_authors,reference_year,chapter_article_title,volume,pages,data_source,verify
8273,928,"Zhou, X.D., Debeer, Z.W., Ahumada, R., Wingfield, B.D., Wingfield, M.J.",2004,Ophiostoma and Ceratocystiopsis spp. associated with two pine-infesting bark beetles in Chile,15,261-274,New,TRUE
8274,45,"Shishido, M., Loeb, B.M., Chanway, C.P.",1995,External and internal root colonization of lodgepole pine seedlings by two growth-promoting Bacillus strains originated from different root microsites,41,707-713,New,TRUE
8275,928,"Phillips, A.J.L., Oudemans, P.V., Correia, A., Alves, A.",2006,"Characterisation and epitypification of Botryosphaeria corticis, the cause of blueberry cane canker",21,141-155,New,TRUE
8276,928,"Lee, S., Kim, J.J., Breuil, C.",2006,"Diversity of fungi associated with the mountain pine beetle, Dendroctonus ponderosae and infested lodgepole pines in British Columbia",22,91-105,New,TRUE
8277,928,"Thormann, M.N., Rice, A.V.",2007,Fungi from peatlands,24,241-299,New,TRUE
8278,928,"Arenal, F., Platas, G., Peláez, F.",2007,A new endophytoc species of Preussia (Sporormiaceae) inferred from morphological observations and molecular phylogenetic analysis,25,1-17,New,TRUE
8279,928,"Phillips, A.J.L., Crous, P.W., Alves, A.",2007,"Diplodia seriata, the anamorph or ""Botryosphaeria"" obtusa",25,141-155,New,TRUE
8280,2,"McIntire, E.J.B., Waterway, M.J.",2002,Clonal structure and hybrid susceptibility to a smut pathogen in microscale hybrid zones of northern wetland Carex (Cyperaceae),89(4),642-654,New,TRUE
8281,929,,1996,,,,New,TRUE
8282,930,,1998,,,,New,TRUE
8283,931,,1994,,,,New,TRUE
8284,932,,1995,,,,New,TRUE
8285,86,"Sutton, B.C.",1993,Mitosporic fungi from Malawi,167,1-93,New,TRUE
8286,86,"David, J.C.",1997,A contribution to the systematics of Cladosporium,172,1-157,New,TRUE
8287,86,"Johnston, P.R.",2001,Monograph of the monocotyledon-inhabiting species of Lophodermium,176,1-239,New,TRUE
8288,48,"Tu, J.C.",1993,"Effects of planting date, irrigation and rain on infection, disease severity and pod discoloration caused by Alternaria alternata (Fr.) Keissler in bean (Phaseolus vulgaris L.)",73(1),315-321,New,TRUE
8289,48,"Duczek, L.J.",1993,The effects of soil salinity on common root rot of spring wheat and barley,73(1),323-330,New,TRUE
8290,48,"Tu, J.C., Park, S.J.",1993,Root-rot resistance in common bean,73(1),365-367,New,TRUE
8291,48,"DeEll, J.R., Prange, R.K.",1993,"Postharvest physiological disorders, diseases and mineral concentrations of organically and conventionally grown McIntosh and Cortland apples",73(1),223-230,New,TRUE
8292,48,"Shattuck, V.I.",1993,Powdery mildew-resistant UG3 and UG4 rutabaga germplasm,73(1),301-302,New,TRUE
8293,48,"White, N.D.G., Jayas, D.S.",1993,Microfloral infection and quality deterioration of sunflower seeds as affected by temperature and moisture content during storage and the suitability of the seeds for insect or mite infestation,73(1),303-313,New,TRUE
8294,48,"Duczek, L.J.",1993,The effects of soil salinity on common root rot of spring wheat and barley,73(1),323-330,New,TRUE
8295,48,"Tompkins, D.K., Fowler, D.B., Wright, A.T.",1993,Influence of agronomic practises on canopy microclimate and septoria development in no-till winter wheat produced in the Parkland region of Saskatchewan,73(1),331-344,New,TRUE
8296,48,"Rashid, K.Y., Kenaschuk, E.O.",1993,Effect of trifluralin on fusarium wilt in flax,73(3),893-901,New,TRUE
8297,48,"Buzzell, R.I., Welacky, T.W., Anderson, T.R.",1993,Soybean cultivar reaction and row width effect on Sclerotinia stem rot,73(3),1169-1175,New,TRUE
8298,48,"Duczek, L.J., Wildermuth, G.B.",1993,Assessment of tolerance in wheat and barley to common root rot (Cochliobolus sativus),73(4),1177-1187,New,TRUE
8299,48,"McNabb, W.M., Van Den Berg, C.G.J., Rimmer, S.R.",1993,Comparison of inoculation methods for selection of plants resistant to Leptosphaeria maculans in Brassica napus,73(4),1199-1207,New,TRUE
8300,48,"Dyck, P.L.",1993,The inheritance of leaf rust resistance in the wheat cultivar Pasqua,73(3),903-906,New,TRUE
8301,48,"Vrain, T.C.",1993,Pathogenicity of Pratylenchus penetrans to American Ginseng (Panax quinquefolium) and to Kiwi (Actinidia chinensis),73(3),907-912,New,TRUE
8302,48,"Poysa, V., Brammall, R.A., Pitblado, R.E.",1993,Effects of foliar sprays on disease and yield of processing tomatoes in Ontario,73(4),1209-1215,New,TRUE
8303,48,"Gaudet, D.A., Puchalski, B.J., Kozub, G.C., Schaalje, G.B.",1993,Susceptibility and resistance in Canadian spring wheat cultivars to common bunt (Tilletia tritici and T. laevis),73(4),1217-1224,New,TRUE
8304,48,"Grant, C.A., Bailey, L.D.",1994,"The effect of KCl, KNO3, and CaCl2 fertilization under conventional- and zero-till systems on common root rot, dry matter yield and grain yield of Heartland barley",74(1),1-6,New,TRUE
8305,48,"Duczek, L.J., Jones-Flory, L.L.",1994,Effect of timing of propiconazole application of foliar disease and yield of irrigated spring wheat in Saskatchewan from 1990 to 1992,74(1),205-207,New,TRUE
8306,48,"Pageau, D., Collin, J., Wauthy, J.-M.",1994,"Evaluation of barley cultivars for resistance to ergot fungus, Claviceps purpurea (Fr.) Tul.",74(3),663-665,New,TRUE
8307,48,"Dyck, P.L., Bartos, P.",1994,Attempted transfer of leaf rust resistance from Triticum monococcum and durum wheat to hexaploid wheat,74(4),733-736,New,TRUE
8308,48,"Coulman, B.E., Lambert, M.",1995,Selection for resistance to root rot caused by Fusarium spp. in red clover (Trifolium pratense L.),75(1),141-146,New,TRUE
8309,48,"Wong, L.S.L., Abramson, D., Tekauz, A., Leisle, D., McKenzie, R.I.H.",1995,Pathogenicity and mycotoxin production of Fusarium species causing head blight in wheat cultivars varying in resistance,75(1),261-267,New,TRUE
8310,48,"Johnston, H.W.",1995,Influence of potato crop sequence on pathogenicity of Rhizoctinia solani,75(1),303,New,TRUE
8311,48,"Stringam, G.R., Bansal, V.K., Thiagarajah, M.R., Degenhardt, D.F., Tewari, J.P.",1995,Development of an agronomically superior blackleg resistant canola cultivar in Brassica napus L. using doubled haploidy,75(2),437-439,New,TRUE
8312,48,"Mündel, H.-H., Huang, H.C., Kozub, G.C., Barr, D.J.S.",1995,Effect of soil moisture and temperature on seedling emergence and incidence of Pythium damping-off in safflower (Carthamus tinctorius L.),75(2),505-509,New,TRUE
8313,48,"Rempel, C.B., Hall, R.",1995,Effects of time and rate of application of triazole fungicides on incidence and severity of blackleg and growth and yield of canola,75(3),737-743,New,TRUE
8314,48,"Fox, S.L., Harder, D.E.",1995,Resistance to stem rust in barley and inheritance of resistance to race QCC,75(4),781-788,New,TRUE
8315,48,"Warkentin, T.D., Rashid, K.Y., Xue, A.G.",1996,Fungicidal control of ascochyta blight of field pea,76(1),67-71,New,TRUE
8316,48,"Fernandez, M.R., Depauw, R.M., Clarke, J.M., Lefkovitch, L.P.",1996,Red smudge in durum wheat reduces seedling vigour,76(2),321-324,New,TRUE
8317,48,"Shinners, T.C., Olson, A.R.",1996,The gynoecial infection pathway of Monilinia vaccinii-corymbosi in lowbush blueberry (Vaccinium angustifolium),76(3),493-497,New,TRUE
8318,48,"Sholberg, P.L., Gaunce, A.P.",1996,Fumigation of high moisture seed with acetic acid to control storage mold,76(3),551-555,New,TRUE
8319,48,"Bailey, K.L.",1996,Diseases under conservation tillage systems,76(3),635-639,New,TRUE
8320,48,"Ho, K.M., Tekauz, A., Choo, T.M., Martin, R.A.",1996,Genetic studies on net blotch resistance in a barley cross,76(4),715-719,New,TRUE
8321,48,"Clear, R.M., Patrick, S.K., Nowicki, T., Gaba, D., Edney, M., Babb, J.C.",1997,The effect of hull removal and pearling on Fusarium species and trichothecenes in hulless barley,77(1),161-166,New,TRUE
8322,46,"MacDonald, J.G., Brandle, J.E., Gleedie, S., Hermans, J.A., Kermali, I.R.",1997,Resistance to homologous and heterologous strains of potato virus Y in transgenic tobacco carrying the PVY coat protein gene,77(1),167-171,New,TRUE
8323,48,"Xue, A.G., Sutton, J.C., Dale, A.",1997,Comparative assessments of seedling runner and adult-plant resistance to leaf scorch in strawberry,77(2),279-281,New,TRUE
8324,48,"Knott, D.R.",1997,The inheritance of adult plant resistance to stem rust derived from wheat cultivars Bonza and Chris,77(2),289-292,New,TRUE
8325,48,"Tiwari, K.R., Penner, G.A., Warkentin, T.D.",1997,Inheritance of powdery mildew resistance in pea,77(3),307-310,New,TRUE
8326,48,"Xue, A.G., Warkentin, T.D., Kenaschuk, E.O.",1997,Effects of timings of inoculation with Mycosphaerella pinodes on yield and seed infection of field pea,77(4),685-689,New,TRUE
8327,48,"Bailey, K.L., Duczek, L.J., Potts, D.A.",1997,Inoculation of seeds with Bipolaris sorokiniana and soil fumigation methods to determine wheat and barley tolerance and yield losses caused by common root rot,77(4),691-698,New,TRUE
8328,48,"Martin, P.H., Coulman, B.E., Peterson, J.F.",1997,Genetics of resistance to alfalfa mosaic virus in red clover,77(4),601-605,New,TRUE
8329,48,"Beckie, H.J., Schlechte, D., Moulin, A.P., Gleddie, S.C., Pulkinen, D.A.",1998,Response of alfalfa to inoculation with Penicillium bilaii (Provide),78(1),91-102,New,TRUE
8330,48,"Sholberg, P.L., Hogue, E.J., Neilsen, G.H.",1998,Effect of orchard cover crop on incidence of low-temperature-basidiomycete rot of stored Spartan Apples,78(1),125-129,New,TRUE
8331,48,"Bailey, K.L., Lafond, G.P., Domitruk, D.",1998,"Effects of row spacing, seeding rate and seed-placed phosphorus on root diseases of spring wheat and barley under zero tillage",78(1),145-150,New,TRUE
8332,48,"Bai, D., Knott, D.R., Zale, J.M.",1998,The inheritance of leaf and stem rust resistance in Triticum monococcum L.,78(2),223-226,New,TRUE
8333,48,"Fernandez, M.R., Zentner, R.P., McConkey, B.G., Campbell, C.A.",1998,Effects of crop rotations and fertilizer management on leaf spotting diseases of spring wheat in southwestern Saskatchewan,78(3),489-496,New,TRUE
8334,48,"Volkmar, K.M., Bremer, E.",1998,Effects of seed inoculation with a strain of Pseudomonas fluorescens on root growth and activity of wheat in well-watered and drought-stressed glass-fronted rhizotrons,78(4),545-551,New,TRUE
8335,48,"Yu, Q., Potter, J.W.",1998,Population development of Pratylenchus penetrans in sweet corn cultivars under controlled conditions,78(4),703-706,New,TRUE
8336,933,,1993,,,,New,TRUE
8337,48,"Sholberg, P.L., Haag, P., Gaudet, D.A.",1995,Effect of fungicides and controlled-atmosphere storage on LTB rot of apples,75(2),515-520,New,TRUE
8338,48,"Anderson, T.R., Buzzell, R.I., Buttery, B.R., Dirks, V.A.",1995,Incidence of pod and seed infection in two soybean lines differing in resistance to Phomopsis seed decay,75(2),543-545,New,TRUE
8339,922,"Mel'Nik, V.A.",1995,Materials for studying micromycetes of British Columbia (Canada),29(2),14-19,New,TRUE
8340,934,"Abbott, S.P., Currah, R.S.",1989,,,,New,TRUE
8341,48,"Duczek, L.J., Seidle, E., Reed, S.L., Sutherland, K.A., Rude, S.V., Rimmer, S.R.",1999,Effect of swathing on alternaria black spot in Brassica rapa canola in Saskatchewan,79(2),299-302,New,TRUE
8342,48,"Sholberg, P.L., Quamme, H.A.",1999,Dieback of pome fruit rootstock caused by Pseudomonas syringae,79(3),387-394,New,TRUE
8343,48,"Chu, C.L., Liu, W.T., Zhou, T., Tsao, R.",1999,Control of postharvest gray mold rot of modified atmosphere packaged sweet cherries by fumigation with thymol and acetic acid,79(4),685-689,New,TRUE
8344,48,"Bailey, K.L., Johnston, A.M., Kutcher, H.R., Gossen, B.D., Morrall, R.A.A.",2000,"Managing crop losses from foliar diseases with fungicides, rotation, and tillage in the Saskatchewan Parkland",80(1),169-175,New,TRUE
8345,48,"Rice, W.A., Lupwayi, N.Z., Olsen, P.E., Schlechte, D., Gleddie, S.C.",2000,Field evaluation of dual inoculation of alfalfa with Sinorhizobium meliloti and Penicillium bilaii,80(2),303-308,New,TRUE
8346,48,"Warkentin, T.D., Xue, A.G., McAndrew, D.W.",2000,Effect of mancozeb on the control of mycosphaerella blight of field pea,80(2),403-406,New,TRUE
8347,48,"Jagdale, G.B., Ball-Coelho, B., Potter, J., Brandle, J., Roy, R.C.",2000,Rotation crop effects on Pratylenchus penetrans and subsequent crop yields,80(3),543-549,New,TRUE
8348,48,"Knott, D.R.",2000,The inheritance of stem rust resistance in Thatcher wheat,80(1),53-63,New,TRUE
8349,48,"Woods, D.L., Turkington, T.K., McLaren, D., Davidson, J.G.N.",2000,Breeding summer turnip rape for resistance to brown girdling root rot,80(1),199-202,New,TRUE
8350,48,"Gulden, R.H., Vessey, J.K.",2000,Penicillium bilaii inoculation increases root-hair production in field pea,80(4),801-804,New,TRUE
8351,48,"Kimbeng, C.A., Smith, S.R., Babij, V., Wittenberg, K.M.",2000,Alfalfa resistance to post-harvest Aspergillus species: Response to selection,80(4),755-763,New,TRUE
8352,48,"Bom, M., Boland, G.J.",2000,Evaluation of disease forecasting variables for sclerotinia stem rot (Sclerotinia sclerotiorum) of canola,80(4),889-898,New,TRUE
8353,48,"Wang, H., Chang, K.F., Hwang, S.F., Turnbull, G.D., Howard, R.J.",2000,Effects of root inoculation and fungicide soil drenches on sclerotinia blight of coneflower,80(4),909-915,New,TRUE
8354,48,"Bailey, K.L., Gossen, B.D., Derksen, D.A., Watson, P.R.",2000,Impact of agronomic practices and environment on diseases of wheat and lentil in southeastern Saskatchewan,80(4),917-927,New,TRUE
8355,48,"Hwang, S.F., Gossen, B.D., Turnbull, G.D., Chang, K.F., Howard, R.J., Thomas, A.G.",2000,"Effect of temperature, seeding date, fungicide seed treatment and inoculation with Fusarium avenaceum on seedling survival, root rot severity and yield of lentil",80(4),899-907,New,TRUE
8356,46,"Utkhede, R.S., Koch, C.A., Menzies, J.G., Ehret, D.L.",2001,Host range of powdery mildew (Erysiphe orontii) on tomato,81(1),179-182,New,TRUE
8357,48,"Sholberg, P.L., Lane, W.D., Haag, P., Bedford, K., Lashuk, L.",2001,A novel technique for evaluation of apple (Malus x domestica Borkh.) cultivars for susceptibility to powdery mildew,81(2),289-296,New,TRUE
8358,48,"Hwang, S.F., Gossen, B.D., Chang, K.F., Turnbull, G.D., Howard, R.J.",2001,Effect of seed damage and metalaxyl seed treatment on pythium seedling blight and seed yield of field pea,81(3),509-517,New,TRUE
8359,48,"Duguid, S.D., Brûlé-Babel, A.L.",2001,Inheritance of resistance to a necrosis- and chlorosis- inducing isolate from Race 1 of Pyrenophora tritici-repentis in spring wheat,81(3),519-525,New,TRUE
8360,48,"Xue, A.G., Warkentin, T.D.",2001,Partial resistance to Mycosphaerella pinodes in field pea,81(3),535-540,New,TRUE
8361,48,"Gilbert, J., Woods, S.M.",2001,Leaf spot diseases of spring wheat in southern Manitoba farm fields under conventional and conservation tillage,81(3),551-559,New,TRUE
8362,48,"Duguid, S.D., Brûlé-Babel, A.L.",2001,Inheritance and interaction of spring wheat (Triticum aestivum L.) resistance to Race 2 and Race 3 of Pyrenophora tritici-repentis (Died.) Drechs.,81(3),527-533,New,TRUE
8363,48,"Gaudet, D.A., Laroche, A., Puchalski, B.",2001,Effect of plant age on water content in crowns of fall rye and winter wheat cultivars differing in snow mold resistance,81(3),541-550,New,TRUE
8364,48,"Bailey, K.L., Gossen, B.D., Lafond, G.P., Watson, P.R., Derksen, D.A.",2001,Effect of tillage and crop rotation on root and foliar diseases of wheat and pea in Saskatchewan from 1991 to 1998: Univariate and multivariate analyses,81(4),789-803,New,TRUE
8365,48,"Shiell, K.J., St.  Pierre, R.G., Zatylny, A.M.",2002,"Timing, magnitude and causes of flower and immature fruit loss in pin cherry and choke cherry",82(1),157-164,New,TRUE
8366,48,"Waterer, D.",2002,Management of common scab of potato using planting and harvest dates,82(1),185-189,New,TRUE
8367,48,"Xue, A.G., Warkentin, T.D.",2002,Reactions of field pea varieties to three isolates of Uromyces fabae,82(1),253-255,New,TRUE
8368,48,"Wang, H., Fernandez, M.R., Clarke, F.R., Depauw, R.M., Clarke, J.M.",2002,Effect of leaf spotting diseases on grain yield and seed traits of wheat in southern Saskatchewan,82(2),507-512,New,TRUE
8369,48,"Waterer, D.",2002,Impact of high soil pH on potato yields and grade losses to common scab,82(3),583-586,New,TRUE
8370,48,"Chen, Q., Conner, R.L., Laroche, A., Li, H., Graf, R.J., Kuzyk, A.D.",2002,"Expression of resistance to stripe rust, powdery mildew and wheat curl mite in Triticum aestivum x Haynaldia villosa lines",82(3),451-456,New,TRUE
8371,48,"Hatcher, D.W., Anderson, M.J., Clear, R.M., Gaba, D.G., Dexter, J.E.",2003,Fusarium head blight: Effect on white salted and yellow alkaline noodle properties,83(1),11-21,New,TRUE
8372,48,"Hatcher, D.W., Anderson, M.J., Clear, R.M., Gaba, D.G., Dexter, J.E.",2003,Fusarium head blight: Effect on white salted and yellow alkaline noodle properties,83(1),11-21,New,TRUE
8373,48,"He, C., Hughes, G.R.",2003,Inheritance of resistance to common bunt in spelt and common wheat,83(1),47-56,New,TRUE
8374,48,"Bailey, K.L., Irvine, B.",2003,Comparison of take-all disease incidence among wheat classes and other small grains under irrigation in Saskatchewan,83(1),71-73,New,TRUE
8375,48,"Fox, S.L., Fernandez, M.R., Depauw, R.M.",2003,Red smudge infection modifies sprouting response in four wheat lines,83(1),163-169,New,TRUE
8376,48,"Neumann, S., Xue, A.G.",2003,Reactions of field pea cultivars to four races of Fusarium oxyporum f. sp. pisi,83(2),377-379,New,TRUE
